"","class","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9","feature_10","feature_11","feature_12","feature_13","feature_14","feature_15","feature_16","feature_17","feature_18","feature_19","feature_20","feature_21","feature_22","feature_23","feature_24","feature_25","feature_26","feature_27","feature_28","feature_29","feature_30","feature_31","feature_32","feature_33","feature_34","feature_35","feature_36","feature_37","feature_38","feature_39","feature_40","feature_41","feature_42","feature_43","feature_44","feature_45","feature_46","feature_47","feature_48","feature_49","feature_50","feature_51","feature_52","feature_53","feature_54","feature_55","feature_56","feature_57","feature_58","feature_59","feature_60","feature_61","feature_62","feature_63","feature_64","feature_65","feature_66","feature_67","feature_68","feature_69","feature_70","feature_71","feature_72","feature_73","feature_74","feature_75","feature_76","feature_77","feature_78","feature_79","feature_80","feature_81","feature_82","feature_83","feature_84","feature_85","feature_86","feature_87","feature_88","feature_89","feature_90","feature_91","feature_92","feature_93","feature_94","feature_95","feature_96","feature_97","feature_98","feature_99","feature_100"
"sample_11","Class_A",4.02127458360079,5.13807584420324,4.399387154501,5.94618934869503,5.57662114193623,6.13933842841851,5.74761303546575,3.53130735985021,2.70571995814229,4.27309270003421,6.17657087282718,4.13074519155768,4.05162254074275,4.65226420100973,5.05068805092183,6.94439991132272,4.39691399226074,5.88185180860148,5.24617641299261,7.47865324127424,4.59503401133531,5.25826226852455,5.46329853839006,3.25609494578509,3.43179372997257,5.02320532575204,4.18822859542389,4.83327807205146,5.66421374727906,4.76313848593546,3.55664974930702,5.10679035410819,5.23336112260676,5.570560452616,6.51889391471465,4.14138732885602,5.47998697908696,5.27330322814759,5.33486607585267,5.49581127721488,5.16535706395678,4.75559892886378,6.70810962909437,4.79950860692726,6.85749118804176,5.06848142324618,3.01468797588114,6.14148571721971,3.87726748281369,4.52025579240527,5.50812470183319,5.32390274313641,4.76225098390964,3.947894072265,5.10240508690213,4.58218958874005,5.46739489699491,3.41265272722473,4.6199374566831,6.0509204588223,5.069026037204,3.90275353253376,6.56574919792582,6.33153184670092,3.69467835038909,3.59006517068367,4.11413197318939,4.58846389911206,4.33276740583932,4.74056280701474,4.76614965229387,3.5773132038634,4.92338368508981,5.5917182601906,4.84399612796265,5.67184466935867,5.0689588745964,4.81963872584063,5.04267733955847,5.88593414379591,5.86470254302112,5.21804472661684,4.60819066474081,6.22368714356289,3.73180512219505,6.8085311578117,4.98095794796376,6.46942922973003,6.07757631343542,3.6023791294879,4.51311990674657,5.47609076093881,3.51781615186033,4.78389107139541,4.62225169847567,6.69247359435017,7.088888270795,6.10790002300616,5.07806363742373,4.26561996925151
"sample_12","Class_A",4.84882779258584,5.71066536573141,4.84811660372178,6.71548038806655,4.96127891849258,4.79382740377193,3.31516280373859,4.89461947529821,5.40529795618768,4.89855370488366,6.17739006831364,6.25264594364081,3.35232424575353,5.15063801103922,5.36945100505597,5.07699505743436,6.13413914772514,3.48915078475375,4.19235008732991,6.36879922891987,4.33279340000655,5.90429507805344,5.15796066551041,5.86706256099737,3.24581975534042,6.03354134107753,5.1077645019131,3.52066929641433,6.72624161160923,2.59970016555154,5.46629015172914,4.25246048573494,5.2320608980467,5.15466603848562,6.0879199028898,6.33994645485114,4.54618978819628,5.01112743934645,4.2950806264601,4.20664405672893,4.81647046611334,3.94543011929298,4.80812724117639,3.88829999673102,6.26569120509728,5.76768861985952,4.99393817423284,4.19253486948226,6.32737101642552,5.85839477325322,4.22974230162853,4.30755298412139,5.97590563536047,5.56264579713259,4.61340692323171,4.09283992401759,6.24330085125972,3.28746022032685,4.51579743438064,4.19613073586507,4.26123873170578,5.68484356091318,6.21332552348873,6.02767001974875,5.05175101108705,3.50600160183407,5.95734794314476,3.87639100009779,3.80888345192579,4.91297386647965,4.04451163932228,6.18466830519456,3.70016224015125,4.96920279566098,3.92341303211135,3.77854432212921,4.1972313529854,4.58918745493722,2.38373863844455,3.90185277085586,4.94436326793496,4.91875784650887,3.11455386777035,5.28999754482959,5.52595715952323,5.60189714301807,4.72800380751788,5.53056584274097,5.74186783186406,4.53233537716269,4.91772769559007,3.57000346759038,6.37864076237615,5.18813364640062,4.10023184276839,6.06924460190347,5.81526403612722,4.35395588758164,6.53278474710064,5.92454747439064
"sample_13","Class_A",3.69978825880348,6.85282937828733,7.31744437601913,6.37348015220689,4.95258145356543,4.71896424813319,5.27295963444656,4.90258608786022,4.44865411781598,4.56155833765472,5.46043872876596,3.98530306934632,4.31770399746462,4.14210498517475,3.97935233802117,4.17954334264734,6.37391091842722,5.79143656904252,6.12589029234915,6.30151505839232,5.77728131725098,5.91522352453483,5.29286363846276,3.794464742973,4.82982913242713,5.28255928445727,5.82581218461677,4.97145044234225,6.96468808680435,6.91855085293806,5.3879793695943,4.40380501315355,4.65006951292315,4.4570809090557,4.72585240309146,4.6255834754518,5.25111388366427,3.92860389759506,4.81985807231477,5.64731926742877,3.17166765257994,4.71160519924059,6.00140825206113,7.92628655862222,2.68618115680449,6.20370410236601,4.66843186403301,3.99262110678042,4.84468899347731,3.7496760777128,5.4989672439356,6.32447657527775,4.65214677624502,4.83897829048909,6.01745183833496,5.02274954968134,4.15001546455812,5.104950764437,2.99480777738564,4.7189893415383,5.00401750930773,5.27241830826511,5.63852332169881,3.8879294912036,6.81038681672405,4.98267522264371,6.25778549467087,2.9120506043886,4.69676628427326,5.71392690799397,4.82902141956163,5.92402326344509,6.95886838551043,7.49133355440818,2.45149385831847,3.52561695281087,6.18691786475311,4.9889036210604,5.45238344886003,4.23891454721144,4.18465870656817,5.99458557578153,5.07205819967799,3.93019339023179,3.07904519022727,4.47315867042986,4.3732098968927,6.10857456277022,6.23576613896187,4.98221204452379,4.29210290066508,5.28277552095207,5.83494314714371,5.27785092331889,4.14033404087101,7.34578982455142,4.97936623065511,7.20937300663872,4.07894860492974,5.2022640344769
"sample_14","Class_A",4.58092326416014,6.2553217440986,5.34533726157327,4.25303616606953,6.42275963734888,6.18954811495962,3.4339166258241,4.04014959059146,6.61231897893381,4.43693832768757,3.72641279334456,6.17773844470359,4.94086031086019,3.70692303714277,4.93374942842713,4.67100990666192,4.81844417163504,5.81504892556626,4.87086244446908,5.82860910673573,5.52498222013848,5.00352731149252,5.0459375887404,5.26312161845078,5.05585290213122,5.89445435243142,3.02244353732368,4.47375013197663,4.91492179886584,4.978095513976,5.97763469781943,6.25425663477262,5.82407620363096,4.94442166207096,6.8420545025299,6.33354447704978,5.44643077258486,5.33998899306367,4.52575335443992,5.66147580202066,5.17296120208904,5.98603315490787,5.57476483745713,2.46847804572127,3.50031872253375,5.23500394287463,4.46298058527577,5.32207106260014,4.64330136685924,4.23456298105126,6.50383307507006,6.22676195141449,1.35557606417392,4.83474931130554,4.39444364258183,6.19236583155156,5.80639553545661,6.94855007024846,6.40127584610326,3.33411324426312,6.86981113118812,3.19557996056378,4.09305153936701,5.16168025196539,5.79760436571441,5.10534062112224,5.01283387535686,4.30505693173827,4.78870347662259,6.8035430316413,4.75158877452617,4.92056371043506,6.53131208046149,3.86003457921666,6.46564551987996,6.43744827599555,5.98372242481462,4.55150802839176,5.72307634714049,3.47447108263761,4.44632278017224,5.62061074316629,6.10997270002579,4.99072453464975,6.37191504002442,4.61906788896144,4.36600899048928,6.56896730816268,5.19790364686287,5.99566863907359,3.74074584500491,5.59796103164636,5.29514796827601,4.47950522656387,4.80141451132114,6.98548027674336,3.62535235811661,5.3730787186182,4.08932042589085,4.54462225541078
"sample_15","Class_A",5.3470611472024,4.4868933463844,3.42408397387552,5.72236537465278,5.72672577242534,6.11409907059294,7.33379526605518,5.03380905279389,5.43173641110265,3.63672661404756,3.64744376326027,4.78684988649165,4.56676604928101,5.21427929736936,5.86532350369864,6.42525186066656,5.67564830470494,6.13698019838262,4.31303795059834,6.18084886582285,4.2112009975288,3.42296044780526,5.59836011792407,6.72019910838091,4.97292141856392,5.54170785149167,4.77789685648733,3.96956718067778,5.62862876522609,6.10840250516356,5.20277297279824,5.44512188484487,5.44141895605001,5.3388737293039,5.38185783211901,5.46967896668733,6.98069063989249,3.59486509366839,5.86051868804579,4.52678050964336,4.89348765955223,5.22402365002733,6.04216318647613,5.2304961007183,4.01902990211625,5.9725240590587,3.78479639073916,5.99130426348954,4.24485757461039,4.90443045025861,5.35490333468066,3.87819851490504,5.71797478178297,5.74101796293838,5.23470092154232,5.09493566375705,4.68489704380636,4.34297134667673,4.38550277910364,4.16466137878044,5.23614623974923,4.46241693463295,4.29894316254601,4.80248031669318,4.99015746621745,6.47043257367048,3.80624827250592,4.73605297588771,5.42331456187741,5.24312150037482,2.84617551875209,5.62012533742343,5.80051369765904,5.73514283017684,4.93429228081279,5.4983151216808,4.9428440993327,3.51597168857611,4.79139982618874,4.40352706334215,4.73472620606758,3.57994166243849,5.74195924935795,5.22277660382129,6.14910160134211,4.09763880274827,5.5464615540445,4.83618773462343,5.17080564078829,3.96641401386695,5.12407269318475,5.00679304988222,5.31662909017747,3.03938396319819,4.04304224038938,4.37535452425872,4.45063186911146,4.11675219019103,4.02193814359068,4.60934817040637
"sample_16","Class_A",5.00688198239223,6.0236494329708,4.61215857875572,5.98447076623525,3.48767529021583,4.79737226787268,6.39600047456493,4.24449969643176,5.66590540856907,5.98713552789659,4.53287621238945,4.77311569603753,5.20099580039881,5.45578287966983,5.48002431885444,6.4688728626692,5.53481157175591,5.35137140305874,4.28246531362502,3.76870942839501,3.54257360912103,3.10426122144261,4.81779122102324,3.552262163031,3.51643682371205,5.30241981239756,5.51599851463362,3.66945692148862,4.67770424696974,3.66175517192896,4.15106003786574,4.56893888731334,6.63550544115562,5.56721834903042,4.82011007710834,4.27813216496535,3.7143171103496,4.92165426101727,5.46720080509605,6.28131431150427,3.72313354211433,5.62253879658245,5.41139792547268,4.56351568379729,5.3101617518667,3.19264638415007,4.76778139209688,3.91388577306882,7.50848692361106,6.62535579751145,2.95962001896712,6.08636886880758,5.32879641387585,6.88893512120618,4.43825903728621,4.33939887797462,5.53987152371869,5.73119500586833,4.11594909830643,5.60585606070796,5.1301901271607,3.54477319065481,4.91073711658699,5.18470661902367,5.13040717149089,4.33325326265209,4.73197664429842,5.5512929318993,3.85668768427029,5.40656063714275,5.57521058359445,5.54248386456929,5.27948190832742,4.03645990254026,4.70369507140455,4.62635123814602,4.51027760131874,5.45102512013454,4.78535888197989,4.86522718365435,6.48577858339417,6.05502981445703,6.68728190323584,4.03900057240383,6.54542141401928,5.72510682766343,5.06267948982374,5.90324708678908,6.27297304477384,5.27892513621758,5.50327910325225,3.6277783195558,3.81892839305698,4.8232188722294,6.39951921334368,4.63751720839261,4.91966369704335,4.33271810061363,6.90158942958139,4.61559211332972
"sample_17","Class_A",4.22760589064055,6.76308814200036,4.8419743489561,4.54383426016938,5.30358724913866,6.71008782821064,5.50867550427741,3.78011179435313,5.90218878056757,5.67070372111684,4.8224265271708,4.60009339753613,5.01379523527668,5.79204081681586,3.45558219522542,6.2731039156749,2.96261163563059,4.32319154572866,3.94800915888369,5.6659687665626,5.45131056723484,3.94164577339536,3.98444655391983,4.90151614595398,4.5026567967356,6.08199074363724,4.60817458175639,5.56133292836328,3.99924430680028,4.05322011836088,5.98360816984447,3.13194634220728,5.16350751757291,5.05527089066129,3.5306741532972,4.09818210488731,5.09820345687566,4.88830295571538,3.92620068839093,4.48361197659073,5.06053604171644,3.82706279501762,4.21234855684549,6.96586942665893,5.441066876188,6.56268430009547,4.71141232772939,3.80247728540346,3.80025938591905,4.45507978155447,4.50341332792749,4.82227997876609,5.44840826558058,5.96860982988041,4.00383825862146,4.9646744070384,5.04903504450632,5.31527250590069,3.73340811981728,4.55649951322583,2.71900016946387,4.83773776035981,4.58254546910522,4.70617619702268,4.65572734489047,6.35003405080649,6.43467969152191,4.66891506839897,5.13638538762521,4.56295345587577,4.73554811798895,4.82256293142982,4.36246591301991,5.52930686130476,3.77445864612969,4.35050149180814,4.36581679869359,3.72893531299858,4.72498757388293,5.09160950028146,4.19399814890845,6.70789572310162,6.72022148877966,5.3197155892502,4.60169315229724,5.29961090505733,6.32936274591141,5.69773321093845,5.32667265465398,5.74773652500846,5.17269075897661,5.80996633892559,3.69466103183229,4.46411637315156,4.83766248262997,6.21175350477495,5.60993469306014,5.17400652097469,4.67967870869526,5.69882256513418
"sample_18","Class_A",5.88491968550408,4.31258017254172,3.55128622542966,6.66124236239093,4.64567770078375,4.32391081341282,4.06667730605463,5.10287060619815,6.32131843818314,4.46445050530811,5.19843596912339,4.71359228833253,6.39977643984119,3.68169992725373,5.17838548146304,4.96561476904256,5.46937276137412,4.5874801229745,3.73940571464039,5.69472394565462,6.90459959394616,5.52001237645437,4.32673995198856,4.83725628471752,4.54363165662187,5.384825178397,6.16338241745657,4.37512024364035,4.29386891606478,3.56623942593422,5.6472377838,4.91860633407607,4.55225256047599,5.62105380607633,3.37255446629206,5.14978013979313,4.26560757564859,4.45784155107323,4.83125103438518,5.06146628535043,4.94644264494165,7.95557963587355,4.02143130316212,5.17060574727073,4.81370104599333,4.86044596079717,5.31488745733263,6.28955269904938,3.691386790659,5.83947546796413,6.408792859926,6.89493037365359,5.23800957445771,5.01520614890552,5.45468095580828,4.79180361933696,3.77694409090729,5.42784588712655,5.41511851056327,4.87854826777662,4.71505140086488,5.14587066509607,5.08404032227323,5.13831950188206,5.3627759139923,3.61479638549172,5.24344209875201,6.81481873250743,4.98078808798876,5.84757109394188,4.53069544113738,3.32559370799484,3.7606314810467,3.60921443440002,3.57438650514994,3.75825686931163,5.43035957362017,2.94010659795857,4.38747722081248,4.28998527349868,6.07767516337547,5.19449321977279,5.99977616989449,4.29858728764725,5.60553083813913,4.55468221875967,4.93952907025404,2.9009796429743,4.44483199810736,4.05758648418734,5.09641225016407,4.82526250542413,5.78601326994134,5.83802459318962,5.00218157838349,4.79340945635868,3.93327334475979,5.79688523722284,6.59666043551308,6.14448817738979
"sample_19","Class_A",5.44296655403386,5.67689937609662,3.41862496907594,4.31380884344429,5.51204872552285,5.30819070532969,4.75816541648591,4.76760052061297,7.70929098674253,4.2793952584878,6.36015748343039,5.33041217777363,4.27088272579691,2.75960192293933,3.15217808695233,3.59501065705882,5.10106699774736,5.96261597638611,3.95224664722675,5.29075666795675,5.66663422291203,4.63449031789906,4.71106064391356,5.46114617646674,3.38883614680581,5.03676472109515,4.0344708105633,4.62029485183361,3.78929995127014,4.36472185096847,4.02324988911051,4.21322051792431,4.25318961375342,4.72059750385806,4.40977196471644,5.14165455426246,5.13209277302056,4.50781834879031,4.49590010627907,5.86528861048518,4.30315770993412,3.75559481854546,5.94873692453632,5.36340266584457,4.29132040672033,3.96471208634453,6.89047496926791,4.52579436817764,6.32624139523761,6.50119250588847,5.31789184600259,4.73745076449728,3.93415675034613,4.0947071630197,6.32678649099843,5.64208506542139,5.14269398457716,5.02105344739398,5.91234835218143,5.01550691877521,4.89972443009626,6.54875143983204,4.21973815147608,5.90105228102493,5.78781629796431,5.3186442525563,6.48755976294705,6.23618783076554,4.30874185412442,3.55702922402404,3.29917570615171,5.88541764518336,6.25576965600895,5.32130478997037,4.12264277619143,6.17922167227037,3.8387981353,5.57000355339838,4.65573485106178,5.70300859039032,5.19568069426971,5.1164410229402,6.83231002233362,5.71047444105751,4.92475156091922,4.02760279531229,4.61467702720112,5.61233754188355,5.70902944440745,5.3639325506042,4.40930374211032,3.73443877434591,5.43194247448083,5.86354120720728,3.46333661355854,5.56810022710157,5.70661711193155,4.33789049882746,5.23206717677534,4.11757475067327
"sample_20","Class_A",5.9748209221645,5.16911415143422,7.10457013265498,7.33356104247818,5.28754059575659,5.35186678098952,6.35666047635886,6.12981275464004,6.27944540894865,8.06219231100987,4.72064787751026,2.31017316397233,4.75003764840627,7.13256476880134,4.7849120239944,3.2676440439745,4.80645140439498,5.14053021020677,4.28851007274432,6.06723111602257,6.24585178180842,4.0758667828918,4.53708356107204,4.29617110502825,4.70023193693796,5.619172110429,4.55492779488022,3.65193655704958,5.41806474663589,6.28973114712246,5.77484740021086,5.93796007807924,5.79973577051222,4.81036239205742,6.29988662892874,5.94139803766681,5.81358614652582,6.42593621156649,7.20715481772008,5.3490184459033,4.6931074409971,3.63750818653983,4.99621825631398,4.48970908296787,5.3283304191831,4.59798347634693,4.08260071036447,4.18790038631491,5.96629245222257,5.0444223255172,3.35158814067,2.63208016146678,4.90214212450176,2.69696052426345,4.69010750832086,2.45569336762405,6.12915033692287,4.72868748933284,4.6399337526497,4.06809861507338,6.48975058282552,6.2009249016957,4.72630482351067,5.21474439259992,5.72403161096161,6.00813438679751,6.1795124305981,4.03685353714864,5.81116856701728,4.05998772919227,4.83280283315424,3.7445622303139,4.630364762413,5.08698826113656,5.18940025402631,7.42842306226305,4.05766127036722,6.24026276958716,7.52616896398211,5.35958464069698,4.03724653853445,5.10899903319043,4.89607402920879,6.66762880627965,5.48881968050032,5.21204348733844,6.17828736549544,6.83432137033853,4.54437108335541,5.35238163244618,4.09343585200135,5.86997257771865,3.27483874108848,6.90207930403653,3.29370820280665,3.05016514440504,5.71148005627474,5.95164474703467,4.9226109721057,3.94558075573786
"sample_21","Class_A",4.00935924703666,6.40893937516675,5.29867165309487,3.97698834089083,5.62022286197857,4.26582268014492,4.77366186587319,5.23327497039226,4.07485640639948,6.14309237035595,6.53582911912387,4.21566922742707,5.42747199531741,6.33173550970193,5.10330217329682,4.0462182740596,6.26812120502251,4.33125641021313,5.34062823871958,6.3630071153013,4.23060543367668,4.86968649303004,5.82590356402021,4.85838382245683,3.93040487862638,5.86375984167798,5.62157013323323,5.07238257625521,4.65028862573017,4.64660988316285,5.4616100074037,4.94101988713672,6.69023892818422,4.56063886398939,6.4769175563963,7.23352687434483,4.03763798202854,7.1044743409493,5.20848516543171,6.6121201082909,4.44348763564458,4.44650290146706,3.32141284563916,3.83968494554552,5.20547516658247,5.24405754298937,7.22855672101388,7.42323791462196,6.14072842565295,5.51702175163866,4.78215478749585,5.17350794023977,4.95231248799351,6.5596806092289,6.94463529014768,3.49074132650209,3.76926869147633,3.44383322644381,2.61717463329571,4.9730268584139,5.53252030503613,3.85235353253922,5.54578667785427,5.78046022224467,5.74856899475448,4.6857321944157,4.22678335757543,5.64494683081522,5.75853575311988,4.90937663233666,4.15902482560368,4.81678586270028,5.49969902763263,3.39042761884546,5.96103225521616,6.52182687653773,5.17874248725868,5.31647502395407,3.65075403327094,3.7975043691258,4.35122266118947,2.65188603013816,5.86169012690192,5.45422455026785,5.15896823197766,4.63833570029786,3.86651159788878,4.85680189716845,3.75159506451193,4.09339225730717,4.08725284695892,4.78093995772689,7.194752576576,4.23231950133585,4.92599285094282,5.20013091232659,4.43418648736305,4.90188190270983,3.58611918510985,3.48765092090753
"sample_22","Class_A",3.43596988433321,6.93324851220132,4.5514172979456,5.37320210135151,4.58239520758766,4.00029665477792,4.98180969904329,7.59065524046871,5.91018901740897,5.65287583292007,4.74770644910498,4.18353301048387,6.76159225883142,3.84629463302259,4.40570331282109,5.2621441963896,4.59567021984971,2.92848222010557,4.13733517769632,5.07426685512579,6.05695402699695,5.03182761377703,6.99451203045066,6.12277442613728,5.34211426573064,5.26736633766818,5.25037851267333,3.98772628349264,5.0804019775134,4.68738739764451,5.81684169118479,5.73434659669528,4.11985124046183,5.58115286280365,4.97166291296241,4.15916033538081,4.82750766161832,4.45034835140186,5.08258231819715,4.6812063268038,3.2290516355965,4.9153006521446,4.98636008317694,3.17120475073527,4.65342370453992,5.66678742692135,6.08847450273988,5.56260893413763,5.36183153003611,5.2089889983437,5.46715746656707,5.09488092313941,3.88158131220358,4.11410048395849,4.01173001380097,6.14861881902704,5.80060786965522,3.90564568497708,6.15379724938614,5.87729297559674,5.81475209831177,3.92307622692784,4.42875010055048,3.68737894100821,4.91633797607821,6.58535608256434,4.93372167826955,6.03823506549543,5.21774320807752,5.21511749681134,5.38284486374389,5.9106613066972,4.97263705337346,5.52192750844763,5.45002983400275,4.602790027288,5.89076824578152,4.00715011948475,3.41270552719158,3.98928557596592,2.45592763060193,3.66014516762124,4.78301386954303,5.15709019459853,5.54414809592282,6.19200250567823,3.91601840905832,5.56176351790839,6.31183421519795,4.44927766857484,5.65419124753325,3.86560598346006,4.69593657777159,6.33891115671405,4.71646394390031,4.23478824983668,5.31087081372582,2.91120509028894,4.49745056422741,2.93758641030792
"sample_23","Class_A",5.01829837081489,6.87094805340066,4.94900673881961,4.47784322712659,5.09645411444975,5.15760045269516,5.63345883245217,3.67961449622544,3.44465848183211,2.85665582018187,4.45912948095684,6.30902996091405,5.8863343180679,7.77438537999187,3.61032974857577,5.00406845983883,5.65261003326666,5.30798606045711,3.28527400036095,4.93292156260298,4.04385713562736,5.63872079213331,5.60242218453263,6.16603150343392,6.14497158662757,6.94423685796971,3.8454191944091,3.75466842698323,4.59814686569572,6.23992034937578,4.48083983723863,5.07038629047043,6.08978649579344,5.14742434495971,4.60078223701392,6.10158053719498,3.68155507174711,2.43076829270283,3.87683523016385,3.28629624694418,7.0245513138139,5.71500065976075,3.4187917995081,5.16857372675436,4.80016563500858,5.56197956808832,5.04607711943192,3.25852532633261,5.67095624791986,7.20473171667992,3.65454209554725,6.81352988190413,6.62870479693777,6.59742603558943,4.42177182789928,6.16393286670725,3.31244946195511,5.87425070465232,6.95154836715137,6.76691393616276,4.42914706242087,4.09485382518746,4.111681160532,5.63031069687089,5.6266641303297,3.83229184032392,5.07257834273435,4.88097959053362,5.51121640521623,3.92715742718721,6.27848562163077,4.96870469387506,6.63210331580471,3.58913058867079,6.56165825761572,5.75737071982623,4.40772196368774,5.98319627591987,4.5871984051161,6.72707900258204,6.65107820386873,5.57010746969878,4.38103556842858,4.55085180798287,5.13144329788374,6.85372791351659,3.85745460218688,4.28508705965771,5.74930047772205,4.722439271223,6.53002744149216,5.06955021405973,3.54631343601134,6.3431509693722,5.54760343688512,5.02657102671294,5.24350884733186,4.92836300311485,3.7937788055929,4.97629230376803
"sample_24","Class_A",6.40989043984715,5.5752179799718,4.70078568129986,3.83915788691177,5.05546109827542,4.60503462981517,4.04022442813354,4.76406697340557,5.40029297423591,4.47962729513711,5.00222661298244,2.85430656345872,4.29892377262988,5.6747088963319,4.85350234939466,4.31121676301788,4.58240963133386,5.28758445421548,3.68718969590387,6.23860074692599,5.48510600578762,3.25728685187549,3.9870610907478,4.91287965324019,6.52483056424809,6.09213070983222,5.17309718979544,4.78280737840321,5.46429530502432,4.79188768881496,5.89546720603648,5.18202421290323,4.60104042006939,5.58055717487165,5.72354824120515,5.72423341940388,4.79880894458288,7.41291567294593,4.55512278733781,3.83232163359822,5.02193691158865,5.1835216703429,3.201229816725,6.33930513376127,5.7253160914673,3.05499475534179,4.69918445626811,4.38016059733665,4.44520852566389,3.48280921296813,3.78975642576397,5.35868396803619,7.37846358470206,4.68788147788855,5.06683702261899,6.11905857982346,4.83800971717836,4.07551062417834,2.62254545584946,4.48720876575846,6.23348098364678,4.34019724703914,4.5432239744189,5.7543553995363,5.32110272638686,6.78154173217113,4.54814102702358,5.21097253426515,5.19744425940429,5.22828164856496,2.51094562819349,5.06227551068561,4.99673258180836,4.57991982473523,5.59433554642822,6.06833294006621,4.90653862944217,4.43319901447825,2.91080417523903,3.92696152164245,4.84698357582738,4.55102216534054,5.09026636885065,5.75165649742089,5.21227643801213,3.66462873632943,5.48290442351017,5.04026657028298,4.70869545854046,5.33579863777377,5.89164961466827,3.30022411796804,4.43324435537791,4.94606828357977,4.84228588143235,4.90168706663369,3.60245934943569,4.27482126396097,6.18196903070811,5.15855564021197
"sample_25","Class_A",5.29155876285338,6.02234717588742,5.59322437328695,4.67279686484379,6.20942132620816,4.67490963095743,5.7983555179822,6.34057722057256,5.98619546384527,6.9464329664366,2.5071422895,4.38409468509619,4.22371456931266,3.62637842439776,5.5404188314471,5.27842044986451,5.39883716062282,7.05046694903231,6.67859226451849,3.84997026570431,4.65205850150869,3.15771836907388,4.83181155630865,4.25967405280794,6.57611623614328,4.54066463913579,4.43093846592523,5.76987447118423,5.99982265047625,7.72795812044401,5.37485561678337,4.6905914442161,7.13064108532864,4.33583875050999,6.29635189168908,5.66644929270787,2.90909278500511,4.28341998817867,5.10605969480324,4.20833998230478,4.07725858455446,6.41392480408535,5.4001418239839,4.28268189984858,5.68331004083739,5.11699739665567,6.69148591602584,6.42446440231146,4.04704009713566,3.06944786060648,4.60321821537303,4.21193142664306,6.54361315681455,5.5455559913179,4.60000355367518,5.67362750469323,5.58261511865045,4.60451439342417,4.64122826547849,5.44866977694941,4.58811496757521,5.8495003071536,2.86239847339383,5.36846906854345,5.9363780568452,4.82261838976149,3.27262776054784,5.69013073231904,4.99216497718303,5.04710206726859,4.11442673976234,4.56334913693635,7.45100460068122,5.69356715117259,4.35663734825148,4.13658121456609,6.03988679565525,4.80334096001343,5.85624057567065,5.68947629759722,4.73849841167756,4.4669695124289,5.99077475746124,5.75079551574399,7.02254698056231,3.76414904349365,5.65586851925805,4.22702013904353,5.70795280786506,5.563649998174,5.36906757995653,3.39225043896028,4.91456135224108,5.1490825052531,7.30075719603075,5.4397432791884,4.95717508366044,7.25723261993502,6.08969481025324,4.4175703586098
"sample_26","Class_A",5.1206520123551,5.45038933739286,6.13411924262736,5.44071481023334,3.46346386074253,2.8176596370012,5.47748264300865,4.79128889106711,3.58283884938439,5.97051849595821,7.25379241050865,6.63593532860354,6.00262881022236,6.92374218047021,6.30658648150797,2.99759695121898,6.13708786710779,5.21109954543791,5.49451070312145,3.37902679088167,4.45762093954313,5.28958516006761,4.58788115976972,4.14235895362953,6.09391586820913,5.95895556269009,5.92424234368076,6.26453635582444,4.35778611983201,6.00736384507676,3.52360643095294,3.91998682755725,2.77034332670734,5.25019817892361,5.35477699873818,5.17094249441818,6.68400969897034,7.11901488647851,4.78040793310316,5.17806924741342,4.32236080927788,4.11421060260384,3.87805702594762,4.27234458419666,5.50604922219487,6.19177354162792,3.92931277661588,4.77216657157463,5.53952947086135,5.24536112072813,6.0019937481881,4.42496245881067,2.64575444402805,5.30966381396693,5.75510345918868,4.94595833889669,5.8444399650203,5.23980459162318,6.40741842099765,5.6882212643309,3.88961510435278,4.44911228509543,5.623736199667,4.64195945720366,2.93737257863456,3.80771192409964,6.06990186233957,5.32041433862282,2.7440249390584,6.38549366757045,4.10255258932461,2.90060947187552,5.15743164506641,5.4315442998025,4.64849751001486,5.28470397952446,5.1492375462274,5.24037421077011,5.65006044663307,4.31810611106887,5.50448737476287,5.55240339014112,5.54699123642798,5.54365927953733,3.43848240413198,5.99107276715491,4.83398815863477,3.3105497299351,6.39187683345876,4.36481419067427,4.2794895179301,3.11846647836288,4.2842176708612,3.16805431081449,4.97421820380931,2.60114642606675,4.3906664184914,6.93107011044353,4.11464928133258,5.93795229695104
